Title,Score
Soukou Kihei Votoms: Pailsen Files Movie,6.56
Spider Riders: Oracle no Yuusha-tachi,6.56
Tai Yi Jian Xian Chuan,6.56
Tide-Line Blue: Kyoudai,6.56
Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.56
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.56
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.56
Ueno-san wa Bukiyou,6.56
Vampire Hunter,6.56
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.56
With All Our Hearts,6.56
Sora no Manimani Specials,6.55
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.55
Sword Art Online: Extra Edition,6.55
Teekyuu,6.55
Teekyuu 6,6.55
The Hakkenden,6.55
Xiao Mo Tou Baolu La!,6.55
"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na",6.55
K-On!!: Ura-On!!,6.55
Kaguya-hime,6.55
Kemono Friends: Bus-teki,6.55
Killing Bites,6.55
Kita e.: Diamond Dust Drops,6.55
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55
Ling Yu 3rd Season,6.55
"Maou-sama, Retry!",6.55
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.55
Mu Wang Zhi Wang: Han Tie Dou,6.55
Nanaka 6/17 Special,6.55
Norn9: Norn+Nonet,6.55
Omishi Mahou Gekijou: Risky★Safety,6.55
Onimusha,6.55
Piyoko ni Omakase pyo!,6.55
"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",6.55
Pokemon: Pikachu Tankentai,6.55
Potion-danomi de Ikinobimasu!,6.55
Ramen Daisuki Koizumi-san,6.55
Saber Marionette R,6.55
Sangokushi: Dai San Bu - Harukanaru Taichi,6.55
.hack//Tasogare no Udewa Densetsu,6.55
Afternoon Class,6.55
Ai no Gakkou Cuore Monogatari,6.55
Alps no Shoujo Heidi: Alm no Yama-hen,6.55
Anime de Wakaru Shinryounaika,6.55
Aru Hi Inu no Kuni kara Tegami ga Kite,6.55
Aru Machi Kado no Monogatari,6.55
Candy Candy: Haru no Yobigoe,6.55
Cardfight!! Vanguard: will+Dress Season 3,6.55
Chain Chronicle: Haecceitas no Hikari,6.55
DearS,6.55
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.55
Dragon Quest: Dai no Daibouken,6.55
Eternal Boys,6.55
Fragtime,6.55
Future Card Buddyfight Triple D,6.55
Fuyu no Okurimono,6.55
91 Days: Mijikai Rousoku,6.54
Africa no Salaryman (TV),6.54
AI no Idenshi,6.54
Astarotte no Omocha! EX,6.54
Bleach: Gotei 13 Omake,6.54
Blue Dragon: Tenkai no Shichi Ryuu,6.54
Cardfight!! Vanguard G Z,6.54
Choujikuu Kidan Southern Cross,6.54
Cinderella Girls Gekijou,6.54
Cross Fight B-Daman,6.54
D.C.S.S: Da Capo Second Season Omake,6.54
"Dakara Boku wa, H ga Dekinai.",6.54
Dallyeola Hani,6.54
Densetsu no Yuusha no Densetsu: Iris Report,6.54
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.54
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.54
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.54
Dragon Ball Z: Summer Vacation Special,6.54
Fortune Quest L,6.54
Gundam: G no Reconguista Movie I - Ike! Core Fighter,6.54
Hi no Tori 2772: Ai no CosmoZone,6.54
Huan Jie Wang,6.54
Ie Naki Ko Remy Specials (2001),6.54
Ikkitousen: Great Guardians Specials,6.54
Soratobu Yuureisen,6.54
Sore Ike! Anpanman,6.54
Tokyo ESP,6.54
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.54
Winter Garden,6.54
Wonder Beat Scramble,6.54
Yoroshiku Mechadock,6.54
Zenonzard The Animation Episode 0,6.54
Kaibutsu-kun,6.54
Kakutou Bijin Wulong,6.54
Kemeko Deluxe!,6.54
Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen,6.54
Kirakira Happy★Hirake! Cocotama,6.54
Konpeki no Kantai,6.54
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,6.54
Kyoukai Senki Part 2,6.54
La Seine no Hoshi,6.54
Ladies versus Butlers!,6.54
Li Shi Zhentan Shiwusuo: A Day in Lungmen,6.54
Magatsu Wahrheit: Zuerst,6.54
Mahou no Princess Minky Momo: Yume no Naka no Rondo,6.54
Masou Gakuen HxH Specials,6.54
Mitsubachi Maya no Bouken,6.54
Muumin (1972),6.54
Parasite Dolls,6.54
Pastel Life,6.54
Petit Clover Advance,6.54
Pokemon XY: Odemashi Ko Majin Hoopa,6.54
RobiHachi,6.54
Rudolf to Ippaiattena,6.54
Saki Biyori Animation,6.54
Sakura Taisen: Ouka Kenran,6.54
Seishun Anime Zenshuu,6.54
Sengoku Otome: Momoiro Paradox,6.54
Sensei no Ojikan: Dokidoki School Hours OVA,6.54
Juuni Taisen,6.53
Kanojo mo Kanojo,6.53
Kanokon: Manatsu no Dai Shanikusai,6.53
Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku,6.53
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,6.53
Kishin Houkou Demonbane (TV),6.53
Kuma Miko Specials,6.53
Kuromajo-san ga Tooru!!,6.53
Kuromi's Pretty Journey,6.53
Kuusou Kagaku Sekai Gulliver Boy,6.53
Mahoutsukai Sally 2,6.53
Master Mosquiton '99,6.53
Mizugumo Monmon,6.53
Monster Musume no Oishasan,6.53
Morita-san wa Mukuchi,6.53
Muv-Luv Alternative 2nd Season,6.53
Neo Ranga,6.53
One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizokudan no Himitsu!,6.53
Patalliro! Stardust Keikaku,6.53
Peace Maker Kurogane Movie 2: Yuumei,6.53
Queen's Blade: Gyokuza wo Tsugu Mono,6.53
Queen's Blade: Utsukushiki Toushi-tachi,6.53
Saijaku Muhai no Bahamut,6.53
San Ti,6.53
Sekai Meisaku Douwa: Hakuchou no Ouji,6.53
Shanhe Jian Xin Xiao Juchang,6.53
Shanshui Qing,6.53
22/7: 8＋3=?,6.53
A.I.C.O. Incarnation,6.53
Aikatsu Planet!,6.53
Amagami SS+ Plus Picture Drama,6.53
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.53
Appleseed,6.53
Battle Spirits: Sword Eyes,6.53
Birthday Wonderland,6.53
Blood-C,6.53
Bokusatsu Tenshi Dokuro-chan,6.53
Bubblegum Crash,6.53
Burn Up Excess,6.53
Busou Shinki Moon Angel,6.53
Busou Shinki: Install x Dream,6.53
Cinderella Girls Gekijou 3rd Season,6.53
Dance in the Vampire Bund: Special Edition,6.53
Dokkiri Doctor,6.53
Extreme Hearts,6.53
Futatsu no Kurumi,6.53
Gegege no Kitarou (1985),6.53
Ginga Tetsudou 999: Diamond Ring no Kanata e,6.53
Ginga Tetsudou 999: Eternal Fantasy,6.53
Godzilla 2: Kessen Kidou Zoushoku Toshi,6.53
Granblue Fantasy The Animation Season 2 Extras,6.53
Gundam Build Divers: Battlogue,6.53
Hakubo,6.53
Higurashi no Naku Koro ni Kira,6.53
Iketeru Futari,6.53
Ikkitousen: Extravaganza Epoch,6.53
Sonic: Night of the WereHog,6.53
Sukuwareru Ramiris,6.53
Teekyuu 9,6.53
The King of Fighters XV,6.53
Toki wa Meguru: Tokyo Station,6.53
Tokkou,6.53
Tsuyokiss,6.53
Uchuu Senkan Tiramisù II,6.53
Umi ga Kikoeru,6.53
"Wake Up, Girls! Shin Shou",6.53
Wooser no Sono Higurashi: Mugen-hen,6.53
Yaku nara Mug Cup mo,6.53
Yoroiden Samurai Troopers Gaiden,6.53
Shu,6.52
Shuffle! Memories,6.52
Sky Girls Specials,6.52
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),6.52
Stella Jogakuin Koutou-ka C³-bu,6.52
Tate no Yuusha no Nariagari Season 2,6.52
Technoroid: Overmind,6.52
Tenchi Muyou! Ryououki 4th Season,6.52
Tenshi no Shippo Chu!,6.52
The King of Fighters: Destiny,6.52
Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,6.52
Transformers: Car Robots,6.52
Uchuu Kazoku Carlvinson,6.52
Yi Ren Jun Moye,6.52
Kiss Dum: Engage Planet,6.52
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,6.52
Kochouki: Wakaki Nobunaga,6.52
Kore ga Watashi no Goshujinsama,6.52
Kuang Shen Mo Zun,6.52
Kuiba III: Zhanshen Jue Qi,6.52
Lostorage Conflated WIXOSS: Missing Link,6.52
Love All Play,6.52
Mahou Shoujo Site,6.52
Mama wa Poyopoyo Saurus ga Osuki,6.52
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,6.52
Miyakawa-ke no Kuufuku,6.52
Narue no Sekai,6.52
One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,6.52
Onegai♪My Melody Kirara★,6.52
Ooya-san wa Shishunki!,6.52
Pingu in the City,6.52
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.52
Puni Puni☆Poemii,6.52
Qian Cong Shou,6.52
Sengoku Musou,6.52
Ai Monogatari: 9 Love Stories,6.52
AkaKill! Gekijou,6.52
Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,6.52
Bari Bari Densetsu,6.52
Bleach: Shuku! Rukia Dakkan! Kagayaku! Shinigami Juuban Shoubu! Mitai Shinigami Doon to Misemasu Special,6.52
Cardfight!! Vanguard G,6.52
Cosmo Warrior Zero,6.52
Doraemon: Time Machine de Oshougatsu,6.52
Entotsu Machi no Poupelle,6.52
Fate/Extra: Last Encore - Illustrias Tendousetsu,6.52
Fight Ippatsu! Juuden-chan!! Specials,6.52
Fudanshi Koukou Seikatsu,6.52
Gambo,6.52
Ganbare Douki-chan,6.52
Gun Frontier,6.52
Gyakuten Saiban 6 Prologue,6.52
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.52
Hamelin no Violin Hiki,6.52
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.52
Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.52
Hidamari Sketch: Chou Hidamatsuri Special,6.52
Ikkitousen: Xtreme Xecutor Specials,6.52
Inochi no Chikyuu: Dioxin no Natsu,6.52
Inu to Hasami wa Tsukaiyou,6.52
Itou Junji: Collection,6.52
Jidao Long Shen,6.52
.hack//Intermezzo,6.51
100-man no Inochi no Ue ni Ore wa Tatteiru,6.51
Action Heroine Cheer Fruits,6.51
Akihabara Dennou-gumi,6.51
Bannou Bunka Neko-Musume (1998),6.51
Boku no Tsuma wa Kanjou ga Nai,6.51
Bungou to Alchemist: Shinpan no Haguruma,6.51
Buzzer Beater,6.51
ChäoS;Child: Silent Sky,6.51
Di Gi Charat Summer Special 2000,6.51
Final Approach,6.51
Fuuka,6.51
Glass no Kantai: La Legende du Vent de l'Univers,6.51
"Gon Movie: Gon, the Little Fox",6.51
Hagure Yuusha no Aesthetica: Hajirai Ippai,6.51
Imouto sae Ireba Ii. (ONA) Specials,6.51
Inugami-san to Nekoyama-san,6.51
Itsuka Tenma no Kuro Usagi,6.51
Sorairo Utility,6.51
Tales of Gekijou,6.51
Trava: Fist Planet,6.51
Uchuu Kyoudai: Itten no Hikari,6.51
Weiß Kreuz Glühen,6.51
Yami Shibai 2,6.51
Yami to Boushi to Hon no Tabibito,6.51
Yuusha Exkaiser,6.51
Zi Chuan: Yincang Hudong Ju,6.51
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.51
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.51
Kokoro Toshokan,6.51
Kyousou Giga (TV) Recaps,6.51
Lemon Angel Project,6.51
Massugu ni Ikou. 2nd Season,6.51
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.51
Miss Monochrome The Animation 3,6.51
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,6.51
Naisho no Tsubomi,6.51
Ni Zhuan Ci Yuan: AI Jue Qi,6.51
Night Head 2041,6.51
Otogi Story Tenshi no Shippo,6.51
Papa to Odorou,6.51
Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.51
Precure All Stars Movie: Haru no Carnival♪,6.51
Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.51
Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6.51
Puchimas!: Petit iDOLM@STER Episode 0,6.51
Reideen,6.51
Ring ni Kakero 1: Nichibei Kessen-hen,6.51
Ryuugajou Nanana no Maizoukin: Nanana Nippon Mukashibanashi,6.51
Sakugan,6.51
Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,6.51
Seikimatsu Occult Gakuin Specials,6.51
Kigyou Senshi Arslan,6.5
Kimagure Orange☆Road: Shounen Jump Special,6.5
Kizuna Ichigeki,6.5
"Kono Naka ni Hitori, Imouto ga Iru!",6.5
Koukaku no Pandora,6.5
Kurogane no Linebarrels Specials,6.5
Ling Yu 5th Season,6.5
Mahoutsukai Sally,6.5
Megami-ryou no Ryoubo-kun.,6.5
Nande Koko ni Sensei ga!?,6.5
Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,6.5
Persona: Trinity Soul,6.5
Phantasy Star Online 2: Episode Oracle,6.5
Phantom: Requiem for the Phantom Picture Drama,6.5
Pokemon Movie 17: Hakai no Mayu to Diancie,6.5
Pokemon: Pikachu no Fuyuyasumi,6.5
Pokemon: Pikapika Hoshizora Camp,6.5
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,6.5
Rizelmine,6.5
19 Tian,6.5
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.5
Choujuu Kishin Dancougar: God Bless Dancougar,6.5
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.5
ClassicaLoid 2nd Season,6.5
Dame x Prince Anime Caravan,6.5
Devilman,6.5
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,6.5
F-Zero: Falcon Densetsu,6.5
Fake,6.5
Gin no Guardian II,6.5
HenSemi (TV),6.5
Honto ni Atta! Reibai Sensei,6.5
ID-0,6.5
IGPX: Immortal Grand Prix,6.5
Shiawase Sou no Okojo-san,6.5
Shin Koihime†Musou: Live Revolution,6.5
Street Fighter Zero The Animation,6.5
Tales of the Abyss Special Fan Disc,6.5
Tono to Issho,6.5
Yao Jing Zhong Zhi Shou Ce,6.5
Yatterman,6.5
Yoru no Yatterman,6.5
Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.5
Snack Basue,6.49
Softenni,6.49
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.49
Spirit of Wonder: Shounen Kagaku Club,6.49
Starship Troopers: Red Planet,6.49
Temple Specials,6.49
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.49
Touka Gettan,6.49
Triage X: Recollection XOXO,6.49
UFO Robo Grendizer tai Great Mazinger,6.49
Video Senshi Lezarion,6.49
Wangpai Yushi,6.49
Wo Jian Qile Yi Di Shuxing,6.49
Yoza-Quar!,6.49
Yuugen Kaisha,6.49
Kidou Keisatsu Patlabor: Reboot,6.49
Kidou Senshi Gundam NT,6.49
KO Seiki Beast Sanjuushi,6.49
Kurayukaba,6.49
Megaton-kyuu Musashi 2nd Season,6.49
Morita-san wa Mukuchi.,6.49
Murenase! Seton Gakuen Special,6.49
PetoPeto-san,6.49
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6.49
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.49
Pokemon: Pikachu no Dokidoki Kakurenbo,6.49
Pokemon: Senritsu no Mirage Pokemon,6.49
Pon no Michi,6.49
Ryuuseiki Gakusaver,6.49
Sangsil-ui Jib,6.49
Sengoku Majin Goushougun,6.49
Shadow Skill,6.49
Akiba's Trip The Animation,6.49
Anime Sanjuushi: Aramis no Bouken,6.49
Arc the Lad,6.49
Artiswitch Picture Drama,6.49
Assault Lily: Bouquet,6.49
Bakuon!!,6.49
Brothers Conflict OVA,6.49
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.49
D.C.III: Da Capo III,6.49
Danchigai,6.49
Di Gi Charat Tsuyu Specials,6.49
DNA² OVA,6.49
Dokonjou Gaeru,6.49
Doraemon: Ganbare! Gian!!,6.49
Dragon Ball GT,6.49
Fuyu no Sonata: Joshou - Hatsuyuki no Negai,6.49
Ginga Tetsudou 999: Glass no Clair,6.49
Gundam Build Fighters Specials,6.49
Haha wo Tazunete Sanzenri (Movie),6.49
Hero Mask 2nd Season,6.49
Hi☆sCoool! SeHa Girls,6.49
Honoo no Mirage,6.49
Ie Naki Ko (Movie),6.49
Imouto sae Ireba Ii. (ONA),6.49
Je T'aime,6.49
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,6.49
"Jitsu wa Ore, Saikyou deshita?",6.49
Amon: Devilman Mokushiroku,6.48
Aozora Shoujo-tai,6.48
Astarotte no Omocha!,6.48
Bus Gamer,6.48
Dirty Pair Flash 3,6.48
Dorami & Doraemons: Space Land's Critical Event,6.48
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.48
Estab-Life: Great Escape,6.48
FLCL Alternative,6.48
Garouden: The Way of the Lone Wolf,6.48
Getter Robo G,6.48
Gundam Evolve,6.48
Gundam: G no Reconguista Movie II - Bellri Gekishin,6.48
Hanma Baki vs. Kengan Ashura,6.48
HenSemi,6.48
Hurricane Polymar,6.48
Iwa Kakeru! Sport Climbing Girls,6.48
Jing: Shuang Cheng - Feng Qi Pian,6.48
Shin Megami Tensei Devil Children,6.48
Shirogane no Ishi: Argevollen,6.48
SmaSTATION-3 SMAnime,6.48
Souryuuden,6.48
Taiyou no Ouji: Horus no Daibouken,6.48
Takarajima Memorial: Yuunagi to Yobareta Otoko,6.48
Tantei Opera Milky Holmes: Alternative,6.48
Tenchi Muyou! Ryououki 5th Season,6.48
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.48
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.48
White Album,6.48
Xing Hai Qishi: Xinghuo Chongran,6.48
Youkai Watch!,6.48
Yuu☆Yuu☆Hakusho Picture Drama,6.48
Z/X: Ignition,6.48
Joshikousei: Girl's High Specials,6.48
K: Missing Kings - Manner Movie,6.48
Kaibutsu Oujo Specials,6.48
Kamiarizuki no Kodomo,6.48
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.48
Ketsuekigata-kun!,6.48
Kidou Senshi Gundam AGE,6.48
Kobo-chan,6.48
Koi to Uso,6.48
Koro no Dai Sanpo,6.48
Koukaku Kidoutai Arise: Another Mission,6.48
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6.48
Lady Lady!! (1988),6.48
Liang Chen You Meng,6.48
Miss Monochrome The Animation 2,6.48
Momochi-san Chi no Ayakashi Ouji,6.48
Monster Special Edition,6.48
Natsu ga Hajimaru.,6.48
Nyoro-n Churuya-san,6.48
Omoi no Kakera,6.48
"One Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law",6.48
Onigamiden,6.48
Onipan!,6.48
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,6.48
Osomatsu-san Short Film Series,6.48
Pretty Rhythm: All Star Selection,6.48
Princess Principal: Ange Report,6.48
Reporter Blues,6.48
Saint October,6.48
Seizei Ganbare! Mahou Shoujo Kurumi,6.48
Sekai no Owari ni Shiba Inu to,6.48
Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.48
Kanokon: Manatsu no Dai Shanikusai Specials,6.47
Karakuri no Kimi,6.47
Kinkyuu Hasshin Saver Kids,6.47
Komadori Movie: Komaneko,6.47
Kyoushirou to Towa no Sora Specials,6.47
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,6.47
Mahou Shoujo Lalabel,6.47
Meitantei Conan: Hoshikage no Majutsushi,6.47
Mirai Nikki (TV): Ura Mirai Nikki,6.47
Moeru! Oniisan,6.47
Musaigen no Phantom World: Limitless Phantom World,6.47
Omoigumo,6.47
Pokemon Movie 15: Kyurem vs. Seikenshi,6.47
Qiang Shen Ji: Xuezu Mishi Pian,6.47
Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,6.47
Sabu to Ichi Torimono Hikae,6.47
Saikyou Ginga Ultimate Zero: Battle Spirits,6.47
Sango Shou Densetsu: Aoi Umi no Elfie,6.47
Shenyuan Youxi,6.47
Ai Zai Xiyuan Qian 2nd Season,6.47
Area 88 Movie,6.47
Break Blade: Virgins War,6.47
Canaan: Minorikawa Report 201X Shanghai,6.47
Cardfight!! Vanguard Gaiden: If,6.47
Chameleon (OVA),6.47
Chi Yan Jinyiwei,6.47
Chunqiu Feng Shen,6.47
Coppelion,6.47
Demashita! Powerpuff Girls Z,6.47
Fushigi no Umi no Nadia Omake Gekijou,6.47
Gangsta. Recap,6.47
Gokinjo Monogatari the Movie,6.47
Shining Tears X Wind,6.47
Shoujo Shuumatsu Jugyou,6.47
Shounen Hollywood: Holly Stage for 50,6.47
Shouxi Yu Ling Shi,6.47
Shukufuku no Campanella: La Campanella Della Benedizione,6.47
Soukyuu no Fafner: Dead Aggressor - Arcadian Memory,6.47
Taiho Shichau zo in America,6.47
Teekyuu 2 Specials,6.47
Tistou Midori no Oyayubi,6.47
To Heart 2,6.47
Toaru Majutsu no Index-tan III,6.47
Tobidase! Narase! Pui Pui Molcar,6.47
Trouble Chocolate,6.47
Uchuu Kuubo Blue Noah,6.47
Windaria,6.47
Yadosagashi,6.47
Yakusoku (ONA),6.47
Yuuki Yuuna wa Yuushabu Shozoku 3,6.47
Show By Rock!! Short!!,6.46
Skate-Leading☆Stars,6.46
Sore ga Seiyuu!: Petit Uchiage,6.46
Street Fighter Alpha: Generations,6.46
Teekyuu 3 Specials,6.46
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.46
Turn A Gundam I: Chikyuukou,6.46
Upotte!! Miatte Waratte,6.46
World Witches Hasshin Shimasu!,6.46
Yoroiden Samurai Troopers Kikoutei Densetsu,6.46
Yuuki Yuuna wa Yuushabu Shozoku 2,6.46
Jumping,6.46
Kagaku Ninja-tai Gatchaman F,6.46
Keijo!!!!!!!! Specials,6.46
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,6.46
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,6.46
Kuiba: Shiwanhuoji,6.46
Love Get Chu,6.46
Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,6.46
Loveless Specials,6.46
Miracle☆Train: Oedo-sen e Youkoso,6.46
Mob Psycho Mini,6.46
Mugyutto! Black Clover,6.46
Nanatsu no Taizai: Kamigami no Gekirin,6.46
Nomad: Megalo Box 2 Short Anime,6.46
One Piece: Cry Heart,6.46
Patalliro Saiyuuki!,6.46
Phantom The Animation,6.46
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,6.46
Puzzle & Dragons Cross,6.46
Qualidea Code,6.46
Ro-Kyu-Bu! SS Recap,6.46
Rozen Maiden: Meitantei Kunkun - Duell Walzer,6.46
Saint Seiya: Knights of the Zodiac - Battle Sanctuary Part 2,6.46
Ani x Para: Anata no Hero wa Dare desu ka,6.46
Bakugan Battle Brawlers,6.46
Chao Zhi Neng Zu Qiu,6.46
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.46
Cluster Edge Specials,6.46
Cross Fight B-Daman eS,6.46
DD Hokuto no Ken (2013),6.46
Di Wang Gong Lue,6.46
Digimon Adventure:,6.46
Digimon Survive: Prologue Movie,6.46
Dorami-chan: Mini-Dora SOS!!!,6.46
Dororon Enma-kun Meeramera,6.46
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,6.46
Dumbbell Nan Kilo Moteru?: Silverman-Gym Oni Tore Kouza,6.46
Gegege no Kitarou: Nippon Bakuretsu,6.46
Grenadier: Hohoemi no Senshi Specials,6.46
Gundam Build Divers Prologue,6.46
Hajimete no Gal: Hajimete no Bunkasai,6.46
Himitsu no Akko-chan 3,6.46
Hitorigurashi no Shougakusei,6.46
Holo no Graffiti Specials,6.46
Hua Jianghu: Huan Shi Men Sheng,6.46
Hyakka Ryouran: Samurai After Specials,6.46
iDOLM@STER Xenoglossia,6.46
IS: Infinite Stratos 2,6.46
Jinsei,6.46
Binan Koukou Chikyuu Bouei-bu Happy Kiss!,6.45
Black Jack ONA,6.45
Choujikuu Seiki Orguss,6.45
Cinderella Girls Gekijou: Climax Season,6.45
Clockwork Planet,6.45
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45
Comic Party Revolution,6.45
Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,6.45
"Dakara Boku wa, H ga Dekinai. Recap",6.45
Dan Dao Zongshi,6.45
Etotama Specials,6.45
Freezing Vibration Specials,6.45
Gakuen Heaven,6.45
Gal to Kyouryuu,6.45
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.45
Guan Miao Shenmeshi,6.45
Hamster Club,6.45
Happy☆Lucky Bikkuriman,6.45
Henteko na Volunteer,6.45
Shigofumi Picture Drama,6.45
The iDOLM@STER Cinderella Girls: Special Program,6.45
Tokyo Ghoul:re 2nd Season,6.45
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,6.45
Upotte!!,6.45
Vatican Kiseki Chousakan: Majo no Soup,6.45
Wan Yu Feng Shen,6.45
Yume Senshi Wingman,6.45
Junk Head 1,6.45
Juusen Battle Monsuno,6.45
Kabigon to Karakara,6.45
Kamen Rider Den-O: Imagin Anime 2,6.45
Koi to Uso: Isshou no Koi/Koi no Kimochi,6.45
Last Exile: Ginyoku no Fam - Adjournment,6.45
Midnight Eye: Gokuu,6.45
Moetan Specials,6.45
Mu Wang Zhi Wang: Qi Lin Jue,6.45
Mushikago no Cagaster,6.45
Nihon Chinbotsu 2020,6.45
Oneechan ga Kita: Hajimete no… Kitaa!,6.45
Onkyou Seimeitai Noiseman,6.45
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.45
Ore wa Teppei,6.45
Pokemon Best Wishes! Season 2,6.45
Pokemon XY SP: Road to Kalos,6.45
Power Stone,6.45
Qin Shi Mingyue: Kong Shan Niao Yu,6.45
Ragnarök The Animation,6.45
Ramen Akaneko,6.46
Robot Girls Z,6.45
Rockman Hoshi ni Negai wo,6.45
Senyoku no Sigrdrifa,6.45
Kämpfer für die Liebe,6.44
Kiitarou Shounen no Youkai Enikki,6.44
"Kyou, Koi wo Hajimemasu",6.44
Lupin III: Babylon no Ougon Densetsu,6.44
Monkey Turn,6.44
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,6.44
Nekojiru Gekijou Jirujiru Original,6.44
Ni no Kuni,6.44
