,Title,Score
605,Dennou Coil,8.03
606,FLCL,8.03
607,Haikyuu!! Movie 1: Owari to Hajimari,8.03
608,Tonikaku Kawaii: SNS,8.03
609,xxxHOLiC Shunmuki,8.03
610,Summer Wars,8.02
611,Wan Sheng Jie 2,8.02
612,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.02
613,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.02
614,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.02
615,Black Lagoon: Roberta's Blood Trail,8.02
616,Full Metal Panic? Fumoffu,8.02
617,Ginga Nagareboshi Gin,8.02
618,Baby Steps 2nd Season,8.01
619,BanG Dream! 3rd Season,8.01
620,Black Clover: Mahou Tei no Ken,8.01
621,Boku no Hero Academia 3rd Season,8.01
622,D.Gray-man,8.01
623,Hibike! Euphonium,8.01
624,SK∞,8.01
625,Slayers Next,8.01
626,Toaru Kagaku no Railgun S,8.01
627,Wan Sheng Jie 3,8.01
628,Juuni Kokuki,8.01
629,Kimi ni Todoke,8.01
630,Magi: The Labyrinth of Magic,8.01
631,Omae Umasou da na,8.01
632,Pui Pui Molcar,8.01
633,Saiunkoku Monogatari 2nd Season,8.01
634,Shadows House 2nd Season,8.01
635,Kaichou wa Maid-sama!,8.0
636,Kara no Kyoukai Movie: Mirai Fukuin,8.0
637,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.0
638,Meitantei Conan Movie 15: Chinmoku no Quarter,8.0
639,Naruto,8.0
640,Evangelion Movie 1: Jo,8.0
641,Eve no Jikan,8.0
642,Fullmetal Alchemist: Brotherhood Specials,8.0
643,Tokyo Magnitude 8.0,8.0
644,Tsumiki no Ie,8.0
645,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.0
646,Zombieland Saga Revenge,8.0
647,Shokugeki no Souma: San no Sara,7.99
648,Wolf's Rain OVA,7.99
649,Kami nomi zo Shiru Sekai: Megami-hen,7.99
650,Kidou Keisatsu Patlabor 2 the Movie,7.99
651,Kimi ni Todoke 2nd Season,7.99
652,Romantic Killer,7.99
653,Aria the OVA: Arietta,7.99
654,Clannad,7.99
655,ef: A Tale of Melodies.,7.99
656,Hachimitsu to Clover,7.99
657,Hanma Baki: Son of Ogre 2nd Season,7.99
658,5-toubun no Hanayome∽,7.98
659,Aria the Benedizione,7.98
660,Bungou Stray Dogs Wan!,7.98
661,Durarara!!x2 Shou,7.98
662,Hanada Shounen-shi,7.98
663,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7.98
664,Touch,7.98
665,xxxHOLiC,7.98
666,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.98
667,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.98
668,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.98
669,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.98
670,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.98
671,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.98
672,School Rumble Ni Gakki,7.98
673,Kakushigoto,7.97
674,Koukaku Kidoutai 2.0,7.97
675,Maoujou de Oyasumi,7.97
676,Niehime to Kemono no Ou,7.97
677,Akagami no Shirayuki-hime 2nd Season,7.97
678,Code Geass: Hangyaku no Lelouch III - Oudou,7.97
679,Dragon Ball,7.97
680,Haibane Renmei,7.97
681,IDOLiSH7 Vibrato,7.97
682,Wan Sheng Jie,7.97
683,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.96
684,Yofukashi no Uta,7.96
685,Youjo Senki,7.96
686,Ookiku Furikabutte: Natsu no Taikai-hen,7.96
687,ReLIFE,7.96
688,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.96
689,Durarara!!x2 Ten,7.96
690,Eve no Jikan (Movie),7.96
691,High Score Girl: Extra Stage,7.96
692,Hokuto no Ken,7.96
693,Hyouge Mono,7.96
694,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.95
695,Atarashii Joushi wa Do Tennen,7.95
696,Bishoujo Senshi Sailor Moon: Sailor Stars,7.95
697,Bleach,7.95
698,Boku no Hero Academia the Movie 2: Heroes:Rising,7.95
699,Girls & Panzer: Saishuushou Part 1,7.95
700,High Score Girl II,7.95
701,Tate no Yuusha no Nariagari,7.95
702,Tennis no Oujisama: Zenkoku Taikai-hen - Final,7.95
703,Working!!!,7.95
704,Kurenai no Buta,7.95
705,Mahou Shoujo Lyrical Nanoha A's,7.95
706,Major Movie: Yuujou no Winning Shot,7.95
707,Nagi no Asu kara,7.95
708,Kanon (2006),7.94
709,Kidou Senshi Gundam Thunderbolt,7.94
710,Kidou Senshi Gundam Thunderbolt: December Sky,7.94
711,Kindaichi Shounen no Jikenbo,7.94
712,Kobato.,7.94
713,Kobayashi-san Chi no Maid Dragon,7.94
714,Macross F Movie 2: Sayonara no Tsubasa,7.94
715,Non Non Biyori,7.94
716,Noragami,7.94
717,Sakasama no Patema,7.94
718,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94
719,Gake no Ue no Ponyo,7.94
720,Hikaru no Go: Hokuto Hai e no Michi,7.94
721,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.94
722,Tekkon Kinkreet,7.94
723,Wotaku ni Koi wa Muzukashii OVA,7.94
724,Yi Nian Yong Heng,7.94
725,Usagi Drop Specials,7.93
726,Vampire Hunter D (2000),7.93
727,Wotaku ni Koi wa Muzukashii,7.93
728,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93
729,Yowamushi Pedal,7.93
730,Kono Oto Tomare!,7.93
731,Love Live! Superstar!!,7.93
732,Macross: Do You Remember Love?,7.93
733,Mawaru Penguindrum,7.93
734,Nurarihyon no Mago: Sennen Makyou,7.93
735,One Piece Film: Strong World Episode 0,7.93
736,Osomatsu-san,7.93
737,Phantom: Requiem for the Phantom,7.93
738,Quanzhi Gaoshou 2,7.93
739,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93
740,Full Moon wo Sagashite,7.93
741,Hidamari Sketch x Honeycomb,7.93
742,Bungou Stray Dogs: Dead Apple,7.92
743,Douluo Dalu,7.92
744,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.92
745,Full Metal Panic! The Second Raid,7.92
746,Gochuumon wa Usagi desu ka? Bloom,7.92
747,Hanamonogatari,7.92
748,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92
749,Kidou Senshi Gundam: Suisei no Majo Season 2,7.92
750,Kimi to Boku. 2,7.92
751,Kokoro Connect: Michi Random,7.92
752,Nekomonogatari: Kuro,7.92
753,Overlord III,7.92
754,Kuroshitsuji: Kishuku Gakkou-hen,7.91
755,Kuuchuu Buranko,7.91
756,Log Horizon,7.91
757,Love Live! The School Idol Movie,7.91
758,Overlord,7.91
759,Plastic Memories,7.91
760,Promare,7.91
761,Cike Wu Liuqi,7.91
762,City Hunter,7.91
763,Code Geass: Fukkatsu no Lelouch,7.91
764,Darker than Black: Kuro no Keiyakusha Gaiden,7.91
765,Eyeshield 21,7.91
766,Initial D Third Stage,7.91
767,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.91
768,Takarajima,7.91
769,Tamako Love Story,7.91
770,Tokyo Revengers,7.91
771,Trigun: Badlands Rumble,7.91
772,Yakitate!! Japan,7.91
773,Yuru Yuri San☆Hai!,7.91
774,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.9
775,Tensei shitara Slime Datta Ken 3rd Season,7.9
776,Vanitas no Karte,7.9
777,Yuanshen: Weixing zhi Lu,7.9
778,Yuri!!! on Ice,7.9
779,Zetsuen no Tempest,7.9
780,Kaleido Star,7.9
781,Kingdom,7.9
782,Les Misérables: Shoujo Cosette,7.9
783,Meitantei Conan OVA 09: 10-nengo no Stranger,7.9
784,"Natsu e no Tunnel, Sayonara no Deguchi",7.9
785,Ore Monogatari!!,7.9
786,BanG Dream! Movie: Poppin' Dream!,7.9
787,Date A Live II: Kurumi Star Festival,7.9
788,Densetsu Kyojin Ideon: Hatsudou-hen,7.9
789,Ergo Proxy,7.9
790,Gakuen Babysitters,7.9
791,Hanasaku Iroha,7.9
792,Hidamari Sketch x ☆☆☆,7.9
793,Ie Naki Ko Remy,7.9
794,Aria the Avvenire,7.89
795,BanG Dream! Film Live 2nd Stage,7.89
796,Benghuai: Xing Qiong Tiedao - Gelamo de Yujin,7.89
797,Berserk: Ougon Jidai-hen - Memorial Edition,7.89
798,Bishoujo Senshi Sailor Moon S,7.89
799,Drifters,7.89
800,Final Fantasy VII: Advent Children Complete,7.89
801,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.89
802,Shirokuma Cafe,7.89
803,Summer Ghost,7.89
804,Ushio to Tora (TV) 2nd Season,7.89
805,Yagate Kimi ni Naru,7.89
806,Yuzuki-san Chi no Yonkyoudai.,7.89
807,Zoku Sayonara Zetsubou Sensei,7.89
808,Jormungand: Perfect Order,7.89
809,Karigurashi no Arrietty,7.89
810,Lupin III (2015),7.89
811,Macross,7.89
812,Mahoutsukai no Yome Season 2 Part 2,7.89
813,Sakigake!! Cromartie Koukou,7.89
814,School Rumble,7.89
815,JoJo no Kimyou na Bouken (TV),7.88
816,Kidou Senshi Zeta Gundam,7.88
817,Macross F,7.88
818,Megalo Box,7.88
819,Meitantei Conan Movie 02: 14-banme no Target,7.88
820,Nige Jouzu no Wakagimi,7.88
821,One Piece Film: Gold,7.88
822,Saiunkoku Monogatari,7.88
823,Boku no Hero Academia 4th Season,7.88
824,Code Geass: Hangyaku no Lelouch I - Koudou,7.88
825,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.88
826,Death Billiards,7.88
827,Free! Eternal Summer: Kindan no All Hard!,7.88
828,Ginga Sengoku Gunyuuden Rai,7.88
829,Golden Kamuy,7.88
830,Higurashi no Naku Koro ni,7.88
831,Hoozuki no Reitetsu 2nd Season,7.88
832,Jigoku Shoujo Futakomori,7.88
833,Shijou Saikyou no Deshi Kenichi OVA,7.88
834,Shingeki no Kyojin OVA,7.88
835,Space☆Dandy,7.88
836,Tennis no Oujisama: Zenkoku Taikai-hen,7.88
837,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,7.88
838,Undead Girl Murder Farce,7.88
839,Terra e... (TV),7.87
840,Tonikaku Kawaii,7.87
841,Wu Shan Wu Xing (2020),7.87
842,Yoru no Kurage wa Oyogenai,7.87
843,Zan Sayonara Zetsubou Sensei,7.87
844,Kami nomi zo Shiru Sekai II,7.87
845,Kidou Senshi Gundam: Suisei no Majo - Prologue,7.87
846,Kotonoha no Niwa,7.87
847,New Initial D Movie: Legend 3 - Mugen,7.87
848,Ookiku Furikabutte,7.87
849,Osomatsu-san Movie,7.87
850,Quanzhi Gaoshou,7.87
851,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87
852,Carnival Phantasm,7.87
853,ef: A Tale of Memories.,7.87
854,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.87
855,Aishang Ta de Liyou,7.86
856,Aishang Ta de Liyou Extra,7.86
857,Boku no Hero Academia,7.86
858,Cool Doji Danshi,7.86
859,Doupo Cangqiong 3rd Season,7.86
860,Fanren Xiu Xian Chuan 2nd Season,7.86
861,High☆Speed! Movie: Free! Starting Days,7.86
862,Ie Naki Ko,7.86
863,InuYasha,7.86
864,Xian Ni,7.86
865,K-On!,7.86
866,Kidou Senshi Gundam: Suisei no Majo,7.86
867,"Komi-san wa, Comyushou desu.",7.86
868,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86
869,Magic Kaito 1412,7.86
870,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.86
871,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,7.86
872,Meitantei Conan Movie 23: Konjou no Fist,7.86
873,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.86
874,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.86
875,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.86
876,Paradise Kiss,7.86
877,K-On!!: Keikaku!,7.85
878,Lupin III vs. Meitantei Conan: The Movie,7.85
879,Machikado Mazoku: 2-choume,7.85
880,Meitantei Conan Movie 22: Zero no Shikkounin,7.85
881,Noragami Aragoto OVA,7.85
882,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.85
883,Sayonara Zetsubou Sensei,7.85
884,Seitokai Yakuindomo* OVA,7.85
885,Sekaiichi Hatsukoi OVA,7.85
886,Beelzebub,7.85
887,Boku no Hero Academia 7th Season,7.85
888,Carole & Tuesday,7.85
889,Heartcatch Precure!,7.85
890,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85
891,Soul Eater,7.85
892,Tennis no Oujisama,7.85
893,Top wo Nerae! Gunbuster,7.85
894,Urusei Yatsura (2022) 2nd Season,7.85
895,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.85
896,Yuru Yuri Nachuyachumi!,7.85
897,Tiger & Bunny,7.84
898,Tokyo Revengers: Tenjiku-hen,7.84
899,Tteotda Keunyeo!!,7.84
900,Umibe no Étranger,7.84
901,Urusei Yatsura 2: Beautiful Dreamer,7.84
902,Wu Dong Qian Kun 3rd Season,7.84
903,Yume-iro Pâtissière,7.84
904,K-On!: Live House!,7.84
905,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84
906,Magi: Sinbad no Bouken (TV),7.84
907,Musekinin Kanchou Tylor,7.84
908,Oniisama e...,7.84
909,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.84
910,5-toubun no Hanayome Movie,7.84
911,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.84
912,Dark Gathering,7.84
913,Durarara!! Specials,7.84
914,Hanasaku Iroha Movie: Home Sweet Home,7.84
915,Hibike! Euphonium Movie 2: Todoketai Melody,7.84
916,Hoozuki no Reitetsu OVA,7.84
917,91 Days,7.83
918,Dance Dance Danseur,7.83
919,Doraemon (1979),7.83
920,Grisaia no Meikyuu: Caprice no Mayu 0,7.83
921,Haikyuu!! Riku vs. Kuu,7.83
922,Hug tto! Precure,7.83
923,Jibaku Shounen Hanako-kun,7.83
924,Trigun Stampede,7.83
925,Tsuki ga Michibiku Isekai Douchuu 2nd Season,7.83
926,Uchouten Kazoku,7.83
927,Uma Musume: Pretty Derby - Road to the Top,7.83
928,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.83
929,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.83
930,Michiko to Hatchin,7.83
931,Seihou Bukyou Outlaw Star,7.83
932,Kara no Kyoukai Movie 4: Garan no Dou,7.82
933,Kidou Senshi Gundam: Senkou no Hathaway,7.82
934,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.82
935,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.82
936,One Piece Film: Red,7.82
937,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.82
938,Owarimonogatari 2nd Season Recaps,7.82
939,Seitokai Yakuindomo Movie,7.82
940,Sekaiichi Hatsukoi 2,7.82
941,Shanhe Jian Xin,7.82
942,Break Blade Movie 4: Sanka no Chi,7.82
943,Danshi Koukousei no Nichijou Specials,7.82
944,Fanren Xiu Xian Chuan 3rd Season,7.82
945,Gekkan Shoujo Nozaki-kun,7.82
946,Gungrave,7.82
947,Haikyuu!! (OVA),7.82
948,Hidamari Sketch x 365,7.82
949,Id:Invaded,7.82
950,Shingeki no Kyojin: Lost Girls,7.82
951,Somali to Mori no Kamisama,7.82
952,Suzumiya Haruhi no Yuuutsu,7.82
953,Tanaka-kun wa Itsumo Kedaruge,7.82
954,Tasogare Otome x Amnesia,7.82
955,Tentai Senshi Sunred 2nd Season,7.82
956,Wind Breaker,7.82
957,Working'!!,7.82
958,Yuusha-Ou GaoGaiGar,7.82
959,Yuru Yuri♪♪,7.81
960,Kokoro ga Sakebitagatterunda.,7.81
961,Little Witch Academia (TV),7.81
962,Mairimashita! Iruma-kun 3rd Season,7.81
963,New Initial D Movie: Legend 2 - Tousou,7.81
964,Planetarian: Hoshi no Hito,7.81
965,Seto no Hanayome OVA,7.81
966,Akachan to Boku,7.81
967,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.81
968,Beastars,7.81
969,Bungou Stray Dogs,7.81
970,Capeta,7.81
971,Eikoku Koi Monogatari Emma: Molders-hen,7.81
972,Enen no Shouboutai: Ni no Shou,7.81
973,Goku Sayonara Zetsubou Sensei,7.81
974,Baby Steps,7.8
975,Blue Period,7.8
976,Break Blade Movie 5: Shisen no Hate,7.8
977,City Hunter 3,7.8
978,Flanders no Inu (Movie),7.8
979,Hidamari Sketch x ☆☆☆ Specials,7.8
980,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,7.8
981,InuYasha Movie 3: Tenka Hadou no Ken,7.8
982,Slayers Try,7.8
983,Sonny Boy,7.8
984,"Tadaima, Okaeri",7.8
985,Yamada-kun to Lv999 no Koi wo Suru,7.8
986,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.8
987,Jungle wa Itsumo Hare nochi Guu,7.8
988,Kami no Tou: Ouji no Kikan,7.8
989,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,7.8
990,Kuroko no Basket: Tip Off,7.8
991,Little Witch Academia,7.8
992,Lucky☆Star: Original na Visual to Animation,7.8
993,Lupin III: The First,7.8
994,Lupin the IIIrd: Jigen Daisuke no Bohyou,7.8
995,Magi: Sinbad no Bouken,7.8
996,Mahoujin Guruguru (2017),7.8
997,Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,7.8
998,NieR:Automata Ver1.1a Part 2,7.8
999,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.8
1000,Ojamajo Doremi Na-i-sho,7.8
1001,Oomuro-ke: Dear Sisters,7.8
1002,Shadows House,7.8
1003,Jormungand,7.79
1004,Kidou Senshi Gundam SEED Freedom,7.79
1005,Last Exile,7.79
1006,Maria-sama ga Miteru 3rd,7.79
1007,Meitantei Conan Movie 07: Meikyuu no Crossroad,7.79
1008,Meitantei Conan Movie 09: Suihei Senjou no Strategy,7.79
1009,New Initial D Movie: Legend 1 - Kakusei,7.79
1010,Psycho-Pass 3: First Inspector,7.79
1011,Saint☆Oniisan (Movie),7.79
1012,Aggressive Retsuko (ONA) 3rd Season,7.79
1013,Chuan Shu Zijiu Zhinan,7.79
1014,Crayon Shin-chan,7.79
1015,Digimon Adventure: Bokura no War Game!,7.79
1016,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.79
1017,Emiya-san Chi no Kyou no Gohan,7.79
1018,Free! Movie 5: The Final Stroke - Kouhen,7.79
1019,Go! Princess Precure,7.79
1020,Gochuumon wa Usagi desu ka?? Dear My Sister,7.79
1021,Igano Kabamaru,7.79
1022,Inu-Ou,7.79
1023,Isekai Ojisan,7.79
1024,Shingeki no Kyojin Movie 1: Guren no Yumiya,7.79
1025,Taishou Otome Otogibanashi,7.79
1026,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.79
1027,The Last: Naruto the Movie,7.79
1028,Tokyo Ghoul,7.79
1029,Wolf's Rain,7.79
1030,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.79
1031,Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin,7.78
1032,Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,7.78
1033,Shingeki no Kyojin: Chronicle,7.78
1034,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.78
1035,Tomo-chan wa Onnanoko!,7.78
1036,Undead Unluck,7.78
1037,Wanmei Shijie,7.78
1038,Yuukoku no Moriarty OVA,7.78
1039,Jungle wa Itsumo Hare nochi Guu Deluxe,7.78
1040,Kekkai Sensen & Beyond,7.78
1041,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.78
1042,Liang Bu Yi 2nd Season,7.78
1043,Macross F Movie 1: Itsuwari no Utahime,7.78
1044,Meitantei Conan Movie 12: Senritsu no Full Score,7.78
1045,Mind Game,7.78
1046,Saiyuuki Gaiden,7.78
1047,Seikai no Senki II,7.78
1048,Beastars 2nd Season,7.78
1049,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.78
1050,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78
1051,Coquelicot-zaka kara,7.78
1052,Digimon Adventure,7.78
1053,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.78
1054,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.78
1055,Heike Monogatari,7.78
1056,Innocence,7.78
1057,Jin-Rou,7.78
1058,Akage no Anne,7.77
1059,Aria the Crepuscolo,7.77
1060,Break Blade Movie 3: Kyoujin no Ato,7.77
1061,Date A Live IV,7.77
1062,Ginga Tetsudou 999,7.77
1063,Gochuumon wa Usagi desu ka??,7.77
1064,Hadashi no Gen,7.77
1065,"Haikyuu!! vs. ""Akaten""",7.77
1066,Hoozuki no Reitetsu,7.77
1067,Yuru Yuri Nachuyachumi!+,7.77
1068,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.77
1069,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.77
1070,Lupin the Third: Mine Fujiko to Iu Onna,7.77
1071,Magic Kaito,7.77
1072,Seitokai Yakuindomo Movie 2,7.77
1073,Love Live! School Idol Project 2nd Season,7.76
1074,Lupin III vs. Meitantei Conan,7.76
1075,Lupin III: Part II,7.76
1076,Meitantei Conan Movie 24: Hiiro no Dangan,7.76
1077,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.76
1078,Overlord II,7.76
1079,Princess Connect! Re:Dive Season 2,7.76
1080,Ranma ½,7.76
1081,Saenai Heroine no Sodatekata ♭,7.76
1082,Saint Seiya: Meiou Hades Meikai-hen,7.76
1083,Saraiya Goyou,7.76
1084,Akagami no Shirayuki-hime,7.76
1085,Bishoujo Senshi Sailor Moon Crystal Season III,7.76
1086,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.76
1087,Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,7.76
1088,Hibike! Euphonium Movie 3: Chikai no Finale,7.76
1089,Hidamari Sketch x SP,7.76
1090,High Score Girl,7.76
1091,Texhnolyze,7.76
1092,Tonikaku Kawaii: Joshikou-hen,7.76
1093,Turn A Gundam,7.76
1094,Wan Sheng Jie 4,7.76
1095,Wu Dong Qian Kun 4th Season,7.76
1096,Zan Sayonara Zetsubou Sensei Bangaichi,7.76
1097,Shiki Specials,7.75
1098,Taiyou no Ko Esteban,7.75
1099,Udon no Kuni no Kiniro Kemari,7.75
1100,Watashi no Shiawase na Kekkon,7.75
1101,Kidou Senshi Gundam,7.75
1102,Kizumonogatari: Koyomi Vamp,7.75
1103,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,7.75
1104,Kumichou Musume to Sewagakari,7.75
1105,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.75
1106,Lucky☆Star,7.75
1107,Mahoutsukai no Yome Season 2,7.75
1108,Maria-sama ga Miteru 4th,7.75
1109,Meitantei Conan OVA 10: Kid in Trap Island,7.75
1110,Migi to Dali,7.75
1111,Pokemon XY&Z,7.75
1112,Saint Seiya,7.75
1113,Saiyuuki Reload: Burial,7.75
1114,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,7.75
1115,Seitokai Yakuindomo OVA,7.75
1116,Sekaiichi Hatsukoi: Valentine-hen,7.75
1117,Charlotte,7.75
1118,City Hunter '91,7.75
1119,Colorful (Movie),7.75
1120,Devilman: Crybaby,7.75
1121,Dragon Ball Kai,7.75
1122,Fate/Grand Carnival,7.75
1123,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.75
1124,Free! Take Your Marks,7.75
1125,Gakuen Babysitters Special,7.75
1126,Ghost Hunt,7.75
1127,Gochuumon wa Usagi desu ka?? Sing for You,7.75
1128,BanG Dream! Garupa☆Pico,7.74
1129,Bishoujo Senshi Sailor Moon Eternal Movie 2,7.74
1130,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,7.74
1131,Free! Movie 4: The Final Stroke - Zenpen,7.74
1132,Gakkou no Kaidan,7.74
1133,Genshiken 2,7.74
1134,Golden Time,7.74
1135,Grisaia no Rakuen,7.74
1136,Gundam Build Fighters,7.74
1137,Higashi no Eden,7.74
1138,InuYasha: Kuroi Tessaiga,7.74
1139,Shokugeki no Souma: Shin no Sara,7.74
1140,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.74
1141,Tentai Senshi Sunred,7.74
1142,Kidou Senshi Gundam III: Meguriai Sora-hen,7.74
1143,Kidou Senshi Gundam SEED,7.74
1144,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.74
1145,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.74
1146,Kuroko no Basket: Last Game NG-shuu,7.74
1147,Little Witch Academia: Mahoujikake no Parade,7.74
1148,Mairimashita! Iruma-kun,7.74
1149,Shaman King,7.74
1150,Kageki Shoujo!!,7.73
1151,Kokoro Connect,7.73
1152,Kyou kara Maou! 3rd Series,7.73
1153,Liang Bu Yi,7.73
1154,Master Keaton OVA,7.73
1155,Meitantei Conan Movie 19: Gouka no Himawari,7.73
1156,Panty & Stocking with Garterbelt,7.73
1157,Pokemon: The Origin,7.73
1158,Ranma ½ OVA,7.73
1159,Aggressive Retsuko (ONA) 2nd Season,7.73
1160,Ani ni Tsukeru Kusuri wa Nai! 2,7.73
1161,BanG Dream! Garupa☆Pico: Oomori,7.73
1162,Bishoujo Senshi Sailor Moon,7.73
1163,Black Jack,7.73
1164,Boku no Kokoro no Yabai Yatsu: Twi-Yaba,7.73
1165,Change!! Getter Robo: Sekai Saigo no Hi,7.73
1166,Claymore,7.73
1167,Dragon Quest: Dai no Daibouken (2020),7.73
1168,Free! Movie 3: Road to the World - Yume,7.73
1169,Hataraku Maou-sama!,7.73
1170,Hibike! Euphonium: Ensemble Contest-hen,7.73
1171,Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,7.73
1172,Isekai no Seikishi Monogatari,7.73
1173,Shin Kidou Senki Gundam Wing: Endless Waltz,7.73
1174,Tantei Gakuen Q,7.73
1175,Tianbao Fuyao Lu 2nd Season,7.73
1176,Toshokan Sensou: Kakumei no Tsubasa,7.73
1177,Shiki,7.72
1178,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.72
1179,Slayers,7.72
1180,Tegamibachi Reverse,7.72
1181,Tomodachi Game,7.72
1182,Tonikaku Kawaii: Seifuku,7.72
1183,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.72
1184,Ueki no Housoku,7.72
1185,Yamato Nadeshiko Shichihenge♥,7.72
1186,JoJo no Kimyou na Bouken: Phantom Blood,7.72
1187,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.72
1188,Kyoukai no Kanata,7.72
1189,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.72
1190,Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,7.72
1191,Memories,7.72
